Orderregel,MachineNaam,Sum of VOCA in uur,Status
180361,Stikken Secrid,9.25,InProgress
180362,Stikken Secrid,37,InProgress
180363,Stikken Secrid,24.67,InProgress
180364,Flash_Cut 2,5.03,InProgress
175789,Degel 3,7.58,InProgress
179480,Flash_Cut 5,1.22,InProgress
180066,Giant,0.25,InProgress
180139,Laser 2,0.25,InProgress
180189,Snijmachine,2.6,InProgress
180220,Assemblage Secrid,2.81,InProgress
179164,Chiesa,4.04,InProgress
179165,Chiesa,3.07,InProgress
179793,Giant,1377,InProgress
179796,Giant,6.44,InProgress
179895,Giant,0.25,InProgress
179915,Sysco,4.28,InProgress
180193,Giant,2.25,InProgress
180450,Quad,0.9,InProgress
180488,Quad,1.13,InProgress
172217,Verzenden,132.48,InProgress
172511,Laser 1,68.15,InProgress
179133,Chiesa 150 ton,8.2,InProgress
179134,Chiesa,4.44,InProgress
179146,Freesmachine,0.53,InProgress
179147,Buigmachine,0.75,InProgress
179148,Assemblage 1,1.14,InProgress
179294,Freesmachine,0.1,InProgress
179295,Buigmachine,0.17,InProgress
179296,Assemblage 1,0.17,InProgress
179436,Laser 4,0.28,InProgress
179437,Laser 4,0.03,InProgress
179438,Laser 4,0.02,InProgress
179439,Laser 4,0.03,InProgress
179495,Quad,10.98,InProgress
179496,Quad,5.26,InProgress
179497,Quad,5.34,InProgress
179597,Flash_Cut 5,0.25,InProgress
179667,Giant,0.48,InProgress
179668,Giant,0.23,InProgress
179676,Giant,0.34,InProgress
179677,Giant,0.09,InProgress
179685,Giant,2.78,InProgress
179703,Quad,0.82,InProgress
179704,Quad,0.45,InProgress
179705,Quad,0.29,InProgress
179741,Laser 4,0.39,InProgress
179917,Degel 1,0.63,InProgress
180035,Giant,0.42,InProgress
180036,Giant,0.18,InProgress
180037,Giant,0.47,InProgress
180038,Giant,0.59,InProgress
180042,Giant,1.75,InProgress
180093,Degel 1,6.89,InProgress
180117,Quad,43.83,InProgress
180169,Laser 4,0.06,InProgress
180207,Assemblage Secrid,11.11,InProgress
180208,Assemblage Secrid,2.22,InProgress
180209,Assemblage Secrid,3.33,InProgress
180210,Assemblage Secrid,2.22,InProgress
180211,Assemblage Secrid,1.11,InProgress
180212,Assemblage Secrid,4.44,InProgress
180213,Assemblage Secrid,7.78,InProgress
180214,Assemblage Secrid,4.44,InProgress
180215,Assemblage Secrid,6.67,InProgress
180216,Assemblage Secrid,4.44,InProgress
180263,Laser 4,0.14,InProgress
180314,Chiesa 150 ton,5.37,InProgress
180429,Stikken Secrid,9.25,InProgress
180431,Stikken Secrid,21.58,InProgress
180432,Stikken Secrid,6.17,InProgress
172868,Hengsel,21.02,InProgress
176971,Chiesa,14.17,InProgress
176972,Assemblage drankverpakkingen,290.12,InProgress
178439,Chiesa 150 ton,16.1,InProgress
179124,Degel 1,31.94,InProgress
179300,Laser 4,0.83,InProgress
179557,Laser 4,-0.59,InProgress
179743,Laser 4,0.26,InProgress
180146,Giant,0.8,InProgress
180344,Quad,4.19,InProgress
180345,Quad,1.12,InProgress
180346,Quad,6.6,InProgress
180347,Quad,1.3,InProgress
180351,Flash_Cut 2,10.87,InProgress
180352,Flash_Cut 2,1.92,InProgress
180354,Flash_Cut 2,1.92,InProgress
180356,Flash_Cut 2,11.67,InProgress
180385,Degel 1,0.83,InProgress
180578,Quad,5.03,InProgress
178091,Sysco,8.11,InProgress
178940,Sysco,13,InProgress
180246,Giant,0.81,InProgress
180579,Quad,0.22,InProgress
179836,Degel 2,0.5,InProgress
180173,Atom Klein,9.44,InProgress
180174,Atom Klein,9.44,InProgress
180175,Atom Klein,18.61,InProgress
180265,Freesmachine,0.61,InProgress
180266,Buigmachine,1,InProgress
180267,Assemblage 1,2.11,InProgress
180276,Flash_Cut 5,0.77,InProgress
180277,Flash_Cut 5,0.52,InProgress
180278,Flash_Cut 5,0.37,InProgress
180280,Flash_Cut 5,0.78,InProgress
180281,Flash_Cut 5,0.78,InProgress
180282,Flash_Cut 5,0.55,InProgress
180329,Flash_Cut 2,0.19,InProgress
180332,Flash_Cut 2,0.12,InProgress
180333,Flash_Cut 2,0.12,InProgress
173105,Laser 2,96.43,InProgress
177174,Chiesa,4.9,InProgress
177827,Zwenkarm stans,5.25,InProgress
177828,Zwenkarm stans,5,InProgress
178127,Giant,1.28,InProgress
178128,Giant,0.27,InProgress
178129,Giant,0.46,InProgress
178130,Giant,1.42,InProgress
178281,Zünd Groot,0.78,InProgress
178570,Snijmachine,2.79,InProgress
178631,Quad,13.15,InProgress
178784,Laser 4,0.33,InProgress
179002,Chiesa,18.89,InProgress
179111,Atom,8.6,InProgress
179113,Atom,4.06,InProgress
179118,Atom,1.42,InProgress
179350,Quad,8.39,InProgress
179351,Quad,21.81,InProgress
179352,Quad,8.2,InProgress
179370,Quad,25.17,InProgress
179507,Chiesa 150 ton,1.04,InProgress
179573,Quad,8.46,InProgress
179574,Quad,5.03,InProgress
179779,Giant,21.04,InProgress
180019,Atom,11.31,InProgress
180142,Laser 3,0.25,InProgress
180166,Flash_Cut 3,0.81,InProgress
180317,Laser 4,0.3,InProgress
180318,Laser 4,0.09,InProgress
180319,Laser 4,0.02,InProgress
180320,Laser 4,0.02,InProgress
180337,Laser 4,0.42,InProgress
180410,Laser 4,0.26,InProgress
180412,Quad,6.71,InProgress
180417,Quad,4.19,InProgress
180418,Quad,9.96,InProgress
180419,Quad,2.18,InProgress
180433,Assemblage Secrid,3.33,InProgress
180434,Assemblage Secrid,3.33,InProgress
180435,Assemblage Secrid,5.56,InProgress
180436,Assemblage Secrid,2.22,InProgress
180437,Assemblage Secrid,6.67,InProgress
180438,Assemblage Secrid,3.33,InProgress
180439,Assemblage Secrid,2.22,InProgress
180440,Assemblage Secrid,1.11,InProgress
180461,Laser 4,0.31,InProgress
180462,Laser 2,0.64,InProgress
180486,Assemblage Secrid,1.67,InProgress
180489,Giant,1.64,InProgress
180560,Laser 4,0.03,InProgress
180704,,19,InProgress
180705,Stikken Secrid,6.17,InProgress
180706,Stikken Secrid,3.08,InProgress
180707,Stikken Secrid,9.25,InProgress
180708,Stikken Secrid,30.83,InProgress
180709,Stikken Secrid,3.08,InProgress
180710,Stikken Secrid,6.17,InProgress
176976,Chiesa,14.17,InProgress
176977,Assemblage drankverpakkingen,290.12,InProgress
177704,Laser 4,0.25,InProgress
177705,Laser 4,0.18,InProgress
177722,Laser 4,0.44,InProgress
177727,Laser 1,0.29,InProgress
177730,Laser 1,0.55,InProgress
178852,Laser 4,0.39,InProgress
178855,Laser 4,0.39,InProgress
179120,Chiesa 150 ton,8.44,InProgress
179121,Chiesa,3.78,InProgress
179122,Chiesa,1.42,InProgress
179409,Atom Klein,0.5,InProgress
179815,Atom,5.51,InProgress
180016,Laser 2,0.93,InProgress
180017,Assemblage 1,1.58,InProgress
180160,Laser 4,4.22,InProgress
180341,Laser 2,7.79,InProgress
180378,Atom,6.01,InProgress
180541,Laser 4,0.3,InProgress
180569,Giant,0.25,InProgress
180796,Laser 2,9.63,InProgress
180829,Chiesa,7.5,InProgress
177565,Chiesa 150 ton,13.5,InProgress
178134,Quad,19.64,InProgress
178140,Quad,5.9,InProgress
178141,Quad,1.84,InProgress
178142,Stikken Secrid,71.69,InProgress
178145,Stikken Secrid,72.18,InProgress
178482,Chiesa 150 ton,16.1,InProgress
178897,Zünd Groot,0.25,InProgress
179104,Chiesa,4.79,InProgress
179141,Chiesa,3.68,InProgress
179153,Chiesa,1.42,InProgress
179519,Chiesa 150 ton,8.33,InProgress
179528,Chiesa,2.93,InProgress
180157,Degel 2,14.81,InProgress
180159,Assemblage 1,89.77,InProgress
180323,Chiesa 150 ton,15.6,InProgress
180325,Chiesa 150 ton,0.55,InProgress
180441,Laser 2,0.33,InProgress
180442,Laser 2,0.23,InProgress
180472,Giant,8.48,InProgress
180482,Laser 3,1.26,InProgress
180483,Laser 3,1.26,InProgress
180524,Laser 3,0.88,InProgress
180545,Quad,9.23,InProgress
180546,Stikken Secrid,46.25,InProgress
180548,Quad,1.86,InProgress
180549,Stikken Secrid,3.08,InProgress
180555,Flash_Cut 2,1.92,InProgress
180557,Flash_Cut 2,9.72,InProgress
180779,Giant,0.59,InProgress
180781,Giant,0.34,InProgress
180961,Quad,4.17,InProgress
180096,Atom,3.21,InProgress
180587,Degel 1,1.38,InProgress
180784,Zünd Groot,0.25,InProgress
180848,Zünd Groot,0.25,InProgress
176406,Degel 1,18.29,InProgress
176407,Degel 1,16.06,InProgress
176700,Degel 1,10.24,InProgress
176836,Giant,12.45,InProgress
178064,Quad,10.07,InProgress
179271,Preegmachine Omac,60,InProgress
179371,Quad,11.74,InProgress
180024,Atom,10.5,InProgress
180113,Laser 4,1.4,InProgress
180115,Laser 4,8.33,InProgress
180118,Laser 4,7.08,InProgress
180258,Laser 4,0.47,InProgress
180259,Laser 4,1.04,InProgress
180260,Laser 4,1.64,InProgress
180261,Laser 4,0.25,InProgress
180262,Laser 4,0.98,InProgress
180298,Quad,25.17,InProgress
180299,Quad,1.68,InProgress
180497,Sysco,5.63,InProgress
180608,Quad,7.13,InProgress
180613,Quad,7.09,InProgress
180614,Quad,1.8,InProgress
180711,Assemblage Secrid,6.67,InProgress
180712,Assemblage Secrid,4.44,InProgress
180739,Quad,12.58,InProgress
180777,Giant,2.57,InProgress
180864,Laser 4,1.78,InProgress
180865,Laser 4,1.44,InProgress
180997,Stikken Secrid,4.75,InProgress
180998,Stikken Secrid,6.17,InProgress
181000,Stikken Secrid,12.33,InProgress
181001,Stikken Secrid,6.17,InProgress
181002,Stikken Secrid,9.25,InProgress
181004,Stikken Secrid,6.17,InProgress
181005,Stikken Secrid,9.25,InProgress
181010,Stikken Secrid,6.17,InProgress
181014,Laser 1,0.77,InProgress
181062,Laser 4,0.02,InProgress
176979,Chiesa,14.17,InProgress
176980,Assemblage drankverpakkingen,299.98,InProgress
178441,Quad,3.9,InProgress
178757,Degel 2,16.39,InProgress
179093,Chiesa 150 ton,5.7,InProgress
179140,Chiesa 150 ton,6.33,InProgress
179152,Chiesa 150 ton,4.49,InProgress
179306,Atom,27.17,InProgress
179307,Giant,0,InProgress
180593,Laser 3,0.75,InProgress
180715,Zünd Groot,24.17,InProgress
180840,Zünd Groot,0.25,InProgress
180875,Chiesa 150 ton,21.6,InProgress
180982,Zünd Groot,0.25,InProgress
181118,Assemblage Secrid,2.22,InProgress
181119,Assemblage Secrid,2.22,InProgress
180509,Laser 4,0.28,InProgress
180894,Giant,0.25,InProgress
180922,Quad,9.23,InProgress
180928,Quad,5.03,InProgress
180929,Quad,3.16,InProgress
180934,Quad,0.37,InProgress
180935,Stikken Secrid,12.33,InProgress
180948,Quad,3.36,InProgress
181182,Stikken Secrid,12.24,InProgress
181183,Stikken Secrid,2.44,InProgress
177345,Degel 3,4.31,InProgress
177346,Assemblage 1,4.42,InProgress
177347,Degel 3,4.07,InProgress
177348,Degel 3,4.17,InProgress
177349,Assemblage 1,8.54,InProgress
177350,Assemblage 1,8.75,InProgress
180878,Flash_Cut 2,2.33,InProgress
180879,Laserstansen,1.64,InProgress
180975,Zünd Groot,0.25,InProgress
181220,Flash_Cut 2,1.94,InProgress
181221,Flash_Cut 2,9.06,InProgress
181222,Flash_Cut 2,1.92,InProgress
181223,Quad,0.84,InProgress
180786,Giant,0.87,InProgress
180787,Giant,0.39,InProgress
180788,Giant,0.69,InProgress
180790,Giant,1.16,InProgress
180791,Giant,0.44,InProgress
180792,Giant,0.44,InProgress
180858,Laser 3,5.25,InProgress
181011,Laser 3,1.24,InProgress
176982,Chiesa,14.17,InProgress
176983,Assemblage drankverpakkingen,299.98,InProgress
178062,Quad,2.64,InProgress
178063,Quad,4.4,InProgress
179362,Quad,8.39,InProgress
179363,Quad,2.81,InProgress
179364,Quad,3.4,InProgress
179710,Giant,1.11,InProgress
180114,Laser 4,4.36,InProgress
180116,Laser 4,5.72,InProgress
180123,Laser 4,2.18,InProgress
180124,Laser 4,4.36,InProgress
180125,Laser 4,8.33,InProgress
180129,Freesmachine,6.64,InProgress
180130,Buigmachine,6.67,InProgress
180131,Assemblage 1,10,InProgress
180306,Quad,3.35,InProgress
180424,Snijmachine,1.06,InProgress
180425,Snijmachine,0.97,InProgress
180426,Snijmachine,0.97,InProgress
180626,Quad,8.05,InProgress
180639,Quad,9.1,InProgress
180644,Quad,17.37,InProgress
180645,Quad,7.63,InProgress
180685,Snijmachine,1.22,InProgress
180686,Snijmachine,0.97,InProgress
180687,Snijmachine,0.97,InProgress
180980,Flash_Cut 5,4.08,InProgress
181015,Laser 1,3.39,InProgress
181020,Quad,28.62,InProgress
181026,Assemblage Secrid,10,InProgress
181027,Assemblage Secrid,6.67,InProgress
181028,Assemblage Secrid,5.56,InProgress
181029,Assemblage Secrid,1.11,InProgress
181030,Assemblage Secrid,2.22,InProgress
181034,Laser 3,12.4,InProgress
181103,Giant,3.46,InProgress
181261,,8.61,InProgress
181267,Stikken Secrid,3.08,InProgress
181269,Stikken Secrid,3.08,InProgress
181273,Stikken Secrid,24.67,InProgress
181275,Stikken Secrid,12.33,InProgress
181277,Stikken Secrid,3.39,InProgress
181278,Stikken Secrid,6.17,InProgress
181279,Stikken Secrid,3.08,InProgress
181280,Stikken Secrid,2.04,InProgress
181286,Stikken Secrid,18.5,InProgress
172520,Laser 1,34.65,InProgress
179344,Flash_Cut 2,8.39,InProgress
180071,Laser 2,0.99,InProgress
180072,Laser 2,0.99,InProgress
180073,Laser 2,0.25,InProgress
180588,Degel 1,2.64,InProgress
180884,Atom,3.1,InProgress
180937,Giant,1.02,InProgress
181110,Giant,0.25,InProgress
181257,Laser 2,4.46,InProgress
181324,Zünd Groot,2.08,InProgress
181325,Zünd Groot,2.08,InProgress
177566,Chiesa 150 ton,26.6,InProgress
179671,Laser 2,1.79,InProgress
179930,Chiesa,10.33,InProgress
179931,Chiesa,3.55,InProgress
180467,Laser 1,23.28,InProgress
180950,Laser 4,12.17,InProgress
181035,Laser 3,11.33,InProgress
181107,Atom Groot,0.5,InProgress
181113,Atom Groot,0.5,InProgress
181146,Giant,0.25,InProgress
181148,Giant,4.17,InProgress
181149,Giant,4.17,InProgress
181193,Stikken Secrid,64.75,InProgress
181197,Quad,1.3,InProgress
181198,Quad,5.03,InProgress
181202,Quad,1.65,InProgress
181206,Stikken Secrid,55.5,InProgress
181208,Quad,15.1,InProgress
181268,Quad,2.11,InProgress
181486,Stikken Secrid,3.08,InProgress
177491,Atom,51.5,InProgress
177501,Atom,26,InProgress
179756,Degel 1,3.75,InProgress
179757,Degel 1,4.58,InProgress
179945,Flash_Cut 5,0.57,InProgress
179946,Chiesa,0.41,InProgress
179947,Assemblage 1,13.33,InProgress
179954,Flash_Cut 5,0.29,InProgress
179955,Chiesa,0.2,InProgress
180031,Freesmachine,3.31,InProgress
180032,Buigmachine,5,InProgress
180033,Assemblage 1,10.56,InProgress
180465,Degel 1,4.21,InProgress
180817,Freesmachine,15.75,InProgress
181510,Laser 2,0.25,InProgress
179272,Preegmachine Omac,70,InProgress
179653,Chiesa,1.86,InProgress
179655,Chiesa,1.61,InProgress
179660,Chiesa,1.18,InProgress
179766,Atom,2.49,InProgress
179773,Atom,2.24,InProgress
179791,Atom,2.35,InProgress
179798,Chiesa,1.42,InProgress
179801,Chiesa,1.09,InProgress
179844,Chiesa,1.34,InProgress
179898,Atom,2.77,InProgress
179927,Degel 1,18.03,InProgress
179985,Snijmachine,3.67,InProgress
180563,Laser 4,0.25,InProgress
180565,Laser 4,0.25,InProgress
180583,Laser 4,0.25,InProgress
180584,Laser 4,0.23,InProgress
180650,Snijmachine,3.51,InProgress
180653,Snijmachine,1.06,InProgress
180656,Snijmachine,3.46,InProgress
180662,Chiesa,11.52,InProgress
180668,Atom,5.78,InProgress
180673,Giant,0.29,InProgress
180820,Flash_Cut 5,0.64,InProgress
180838,Laser 4,0.25,InProgress
180886,Laser 4,0.25,InProgress
180887,Laser 4,0.23,InProgress
180962,Laser 2,1.71,InProgress
180963,Laser 2,6.08,InProgress
180965,Laserstansen,2.51,InProgress
181178,Zünd Groot,0.25,InProgress
181210,Flash_Cut 5,0.37,InProgress
181297,Zünd Groot,52.85,InProgress
181373,Laser 4,0.25,InProgress
181378,Giant,1.97,InProgress
181384,Laser 4,0.25,InProgress
181400,Giant,0.4,InProgress
181516,Chiesa,0.1,InProgress
181517,Chiesa,0.1,InProgress
181518,Chiesa,0.1,InProgress
181519,Chiesa,1.77,InProgress
181520,Chiesa,1.77,InProgress
181521,Chiesa,1.77,InProgress
179333,Quad,22.9,InProgress
179334,Quad,4.47,InProgress
179357,Flash_Cut 2,3.15,InProgress
179769,Atom,2.64,InProgress
179776,Atom,4.85,InProgress
179784,Giant,1.67,InProgress
179807,Atom,3.31,InProgress
179841,Chiesa,1.09,InProgress
179850,Atom,0.87,InProgress
179864,Atom,2.17,InProgress
180119,Laser 4,1.06,InProgress
180126,Laser 4,8.33,InProgress
180127,Laser 4,5.72,InProgress
180128,Laser 4,1.06,InProgress
180528,Degel 1,2.56,InProgress
180702,Degel 1,0.64,InProgress
180834,Zünd Groot,0.25,InProgress
180837,Laser 4,5.66,InProgress
181040,Laser 1,4.39,InProgress
181371,Chiesa 150 ton,1.13,InProgress
181600,Flash_Cut 2,0.56,InProgress
181601,Laserstansen,0.04,InProgress
179270,Preegmachine Omac,60,InProgress
179654,Chiesa,1.61,InProgress
179659,Chiesa,1.43,InProgress
179661,Chiesa,1.18,InProgress
180243,Degel 1,3.42,InProgress
180831,Degel 1,5,InProgress
181122,Laser 4,0.25,InProgress
181472,Giant,0.25,InProgress
181475,Zünd Groot,0.25,InProgress
181488,Chiesa 150 ton,1.66,InProgress
181489,Chiesa 150 ton,1.38,InProgress
181490,Chiesa 150 ton,0.66,InProgress
179509,Chiesa 150 ton,10.8,InProgress
179817,Atom,4.45,InProgress
179847,Atom,0.74,InProgress
179853,Chiesa,1.25,InProgress
179879,Atom,4.81,InProgress
179882,Atom,1.35,InProgress
180536,Laser 4,8.65,InProgress
180537,Laser 4,5.69,InProgress
180538,Laser 2,0.44,InProgress
180539,Laser 2,1.92,InProgress
180540,Laser 2,1.01,InProgress
180619,Quad,67.95,InProgress
180620,Quad,13.51,InProgress
180621,Quad,12.67,InProgress
180699,Laser 4,2.68,InProgress
180798,Laser 4,0.4,InProgress
180799,Buigmachine,0.83,InProgress
180800,Laser 4,0.55,InProgress
180801,Laser 4,0.17,InProgress
180805,Laser 4,0.44,InProgress
180806,Laser 4,0.13,InProgress
180809,Freesmachine,1.03,InProgress
180811,Buigmachine,2.08,InProgress
180813,Assemblage 1,2.22,InProgress
180845,Degel 4,44.08,InProgress
180846,Degel 4,13.83,InProgress
180906,Degel 3,1.06,InProgress
180907,Degel 3,8.84,InProgress
180908,Degel 3,1.06,InProgress
180909,Degel 3,2.08,InProgress
180910,Degel 3,1.05,InProgress
180911,Degel 3,2.5,InProgress
180957,Degel 1,7.29,InProgress
180988,Zünd Groot,6.44,InProgress
180989,Zünd Groot,6.44,InProgress
180990,Zünd Groot,6.44,InProgress
181042,Laser 2,1.45,InProgress
181043,Laser 2,0.02,InProgress
181046,Freesmachine,1.85,InProgress
181047,Buigmachine,1.67,InProgress
181048,Assemblage 1,0.83,InProgress
181085,Chiesa 150 ton,8.44,InProgress
181089,Flash_Cut 1,3.74,InProgress
181241,Giant,0.65,InProgress
181291,Assemblage Secrid,2.22,InProgress
181292,Assemblage Secrid,13.33,InProgress
181293,Assemblage Secrid,2.22,InProgress
181294,Assemblage Secrid,2.22,InProgress
181295,Assemblage Secrid,1.11,InProgress
181296,Assemblage Secrid,2.22,InProgress
181309,Quad,4.24,InProgress
181543,Stikken Secrid,3.08,InProgress
181544,Stikken Secrid,12.33,InProgress
181562,Stikken Secrid,6.17,InProgress
181563,Stikken Secrid,9.25,InProgress
181568,Chiesa 150 ton,2.22,InProgress
181569,Chiesa 150 ton,1.93,InProgress
181611,Giant,6.52,InProgress
181612,Giant,2.54,InProgress
179763,Atom,2.99,InProgress
179781,Atom,2.59,InProgress
179788,Chiesa,3.58,InProgress
179804,Atom,4.27,InProgress
179829,Atom,2.45,InProgress
179856,Chiesa,1.69,InProgress
179902,Atom,2.01,InProgress
180968,Chiesa,1.19,InProgress
180969,Chiesa,1.12,InProgress
180970,Chiesa,0.78,InProgress
181022,Degel 1,8.67,InProgress
181138,Laser 1,0.25,InProgress
181140,Laser 1,0.48,InProgress
181656,Degel 4,4.17,InProgress
181666,Giant,0.25,InProgress
181704,Laser 2,0.25,InProgress
181705,Laser 2,0.25,InProgress
181798,Degel 4,6.25,InProgress
181817,Chiesa,129.6,InProgress
181818,Chiesa,54.59,InProgress
180689,Laser 2,1.9,InProgress
181130,Chiesa,16.71,InProgress
181335,Sysco,2.59,InProgress
181356,Chiesa 150 ton,0.25,InProgress
181414,Laser 1,0.25,InProgress
181478,Giant,1377,InProgress
181479,Giant,920.7,InProgress
181548,Flash_Cut 5,2.73,InProgress
181644,Sysco,1.56,InProgress
181652,Chiesa 150 ton,0.63,InProgress
181675,Chiesa 150 ton,7.8,InProgress
181731,Zünd Groot,0.25,InProgress
169642,Quad,15.94,InProgress
169643,Quad,5.18,InProgress
179579,Quad,25.9,InProgress
179580,Quad,8.39,InProgress
181363,Chiesa,6.3,InProgress
181530,Laser 2,0.25,InProgress
181533,Laser 2,0.25,InProgress
181564,Assemblage Secrid,3.33,InProgress
181565,Assemblage Secrid,5.56,InProgress
181566,Assemblage Secrid,2.22,InProgress
181567,Assemblage Secrid,2.22,InProgress
181754,Laser 4,1.42,InProgress
181755,Laser 4,0.01,InProgress
181757,Laser 2,0.42,InProgress
181894,Stikken Secrid,0,InProgress
181896,,14.25,InProgress
181903,Stikken Secrid,18.5,InProgress
181906,Stikken Secrid,23.75,InProgress
181907,Stikken Secrid,18.5,InProgress
181908,Stikken Secrid,3.08,InProgress
181909,Stikken Secrid,19,InProgress
181910,Stikken Secrid,3.08,InProgress
181911,Stikken Secrid,6.17,InProgress
180956,Degel 1,3.87,InProgress
180958,Degel 1,6.89,InProgress
181173,Degel 1,1,InProgress
181175,Degel 1,0.51,InProgress
181375,Laser 3,0.28,InProgress
181502,Degel 1,1,InProgress
181579,Chiesa 150 ton,59.25,InProgress
181606,Laser 4,0.25,InProgress
181607,Laser 4,0.25,InProgress
181679,Laser 3,0.25,InProgress
181799,Laser 2,0.83,InProgress
181801,Laser 4,0.25,InProgress
181819,Snijmachine,4.87,InProgress
180903,Degel 1,30.97,InProgress
181347,Quad,7.55,InProgress
181348,Quad,3.36,InProgress
181349,Quad,2.52,InProgress
181351,Flash_Cut 2,8.39,InProgress
181352,Quad,9.23,InProgress
181353,Quad,5.03,InProgress
181389,Chiesa,7.1,InProgress
181390,Chiesa,1.08,InProgress
181391,Chiesa,0.75,InProgress
181399,Laser 3,64.32,InProgress
181448,Stikken Secrid,27.75,InProgress
181449,Quad,14.85,InProgress
181452,Quad,59.77,InProgress
181459,Quad,2.42,InProgress
181462,Quad,7.55,InProgress
181463,Quad,7.55,InProgress
181572,Chiesa 150 ton,31.3,InProgress
181589,Degel 2,197.44,InProgress
181763,Degel 1,8.22,InProgress
181786,Laser 2,0.29,InProgress
181788,Laser 1,5.35,InProgress
181808,Flash_Cut 2,0.25,InProgress
181984,Laser 2,0.36,InProgress
175773,Degel 2,6.98,InProgress
180369,Degel 2,32.4,InProgress
181214,Laser 2,1.61,InProgress
181508,Laser 2,1.7,InProgress
182156,Laser 4,0.13,InProgress
182301,Quad,3.36,InProgress
182302,Quad,0.93,InProgress
182303,Quad,0.93,InProgress
179978,Degel 2,4.21,InProgress
180730,Laser 1,0.76,InProgress
180732,Laser 1,0.25,InProgress
180733,Laser 1,0.23,InProgress
180734,Laser 1,0.82,InProgress
181737,Giant,4.18,InProgress
181738,Giant,3.93,InProgress
181739,Giant,2.95,InProgress
181740,Giant,2.95,InProgress
181741,Giant,1.96,InProgress
181742,Giant,1.96,InProgress
181743,Giant,1.96,InProgress
180940,Sysco,10.41,InProgress
181190,Laser 4,0.25,InProgress
181191,Laser 4,1.08,InProgress
181192,Laser 4,3.03,InProgress
181245,Laser 4,0.61,InProgress
181246,Laser 4,1.24,InProgress
181247,Laser 4,0.02,InProgress
181248,Laser 4,0.48,InProgress
181249,Laser 4,0.04,InProgress
181250,Laser 4,0.14,InProgress
181251,Laser 4,0.08,InProgress
181304,Quad,18.46,InProgress
181418,Brugstans,0.81,InProgress
181670,Giant,1.61,InProgress
181671,Giant,2.26,InProgress
181672,Giant,5.89,InProgress
181710,Quad,71.89,InProgress
181711,Quad,16.78,InProgress
181712,Quad,8.53,InProgress
181721,Laser 2,2.5,InProgress
181722,Laser 2,1.75,InProgress
181825,Quad,4.19,InProgress
181830,Quad,3.57,InProgress
181831,Quad,21.6,InProgress
181850,Laser 4,3.18,InProgress
181851,Laser 4,3.11,InProgress
181912,Assemblage Secrid,4.44,InProgress
181913,Assemblage Secrid,3.33,InProgress
181914,Assemblage Secrid,4.44,InProgress
181915,Assemblage Secrid,3.33,InProgress
182163,Giant,2.78,InProgress
182164,Giant,2.07,InProgress
182165,Giant,0.76,InProgress
182168,Giant,1.5,InProgress
182169,Giant,0.75,InProgress
182174,Flash_Cut 1,0,InProgress
182176,Snijmachine,2.19,InProgress
182209,Verzenden,0,InProgress
182213,Hengsel,36.67,InProgress
182318,,3.44,InProgress
182319,,14.25,InProgress
182321,Stikken Secrid,9.25,InProgress
182323,Stikken Secrid,52.25,InProgress
182324,Stikken Secrid,18.5,InProgress
182330,Stikken Secrid,6.17,InProgress
182331,Stikken Secrid,9.5,InProgress
182332,Stikken Secrid,9.25,InProgress
182333,Stikken Secrid,12.33,InProgress
182334,Stikken Secrid,6.17,InProgress
182335,Stikken Secrid,18.5,InProgress
182359,Stikken Secrid,3.08,InProgress
181310,Quad,9.55,InProgress
181311,Quad,1.94,InProgress
181312,Quad,8.39,InProgress
181423,Atom,7.3,InProgress
181425,Atom,5.03,InProgress
181426,Giant,0,InProgress
181587,Chiesa 150 ton,6.37,InProgress
181662,Laser 4,16.19,InProgress
181761,Flash_Cut 2,5.19,InProgress
182034,Laser 4,0.25,InProgress
182400,Chiesa,7.5,InProgress
180876,Chiesa,4.56,InProgress
181618,Laser 4,1.33,InProgress
181748,Chiesa,5.72,InProgress
181750,Chiesa,4.22,InProgress
181768,Laser 3,30.81,InProgress
181780,Degel 4,18.54,InProgress
181813,Laser 3,1.34,InProgress
181877,Laser 3,6.92,InProgress
181941,Zünd Groot,0.25,InProgress
181943,Degel 4,6.06,InProgress
181944,Degel 4,8.02,InProgress
181969,Giant,1.16,InProgress
181970,Giant,0.91,InProgress
181971,Giant,0.91,InProgress
181972,Giant,0.91,InProgress
182056,Laser 4,0.25,InProgress
182066,Flash_Cut 2,13.09,InProgress
182071,Quad,33.56,InProgress
182196,Quad,1.49,InProgress
182199,Quad,10.07,InProgress
182200,Quad,4.19,InProgress
182203,Quad,4.19,InProgress
182204,Quad,2.61,InProgress
182205,Quad,0.56,InProgress
182206,Quad,8.39,InProgress
182224,Chiesa,2.01,InProgress
182537,Quad,4.19,InProgress
182538,Quad,2.52,InProgress
182539,Quad,1.3,InProgress
182540,Quad,5.43,InProgress
181751,Atom Groot,0.25,InProgress
181974,Giant,0.3,InProgress
181976,Giant,0.57,InProgress
182382,,0,InProgress
182520,Giant,0.53,InProgress
181626,Laser 4,0.35,InProgress
181789,Laser 1,10.39,InProgress
181964,Giant,1.67,InProgress
172865,Verzenden,0,InProgress
177829,Zwenkarm stans,5,InProgress
180633,Quad,10.65,InProgress
180634,Quad,4.57,InProgress
181529,Giant,23.14,InProgress
181531,Flash_Cut 1,12.25,InProgress
181977,Giant,3.26,InProgress
181987,Giant,2.97,InProgress
